0,0
0.012658,0
0.025316,0
0.037975,0
0.050633,0
0.063291,0
0.075949,0
0.088608,0
0.10127,0
0.11392,0
0.12658,0
0.13924,0
0.1519,0
0.16456,0
0.17722,0
0.18987,0
0.20253,0
0.21519,0
0.22785,0
0.24051,0
0.25316,0
0.26582,0
0.27848,0
0.29114,0
0.3038,0
0.31646,0
0.32911,0
0.34177,0
0.35443,0
0.36709,0
0.37975,0
0.39241,0
0.40506,0
0.41772,0
0.43038,0
0.44304,0
0.4557,0
0.46835,0
0.48101,0
0.49367,0
0.50633,0
0.51899,0
0.53165,0
0.5443,0
0.55696,0
0.56962,0
0.58228,0
0.59494,0
0.60759,0
0.62025,0
0.63291,0
0.64557,0
0.65823,0
0.67089,0
0.68354,0
0.6962,0
0.70886,0
0.72152,0
0.73418,0
0.74684,0
0.75949,0
0.77215,0
0.78481,0
0.79747,0
0.81013,0
0.82278,0
0.83544,0
0.8481,0
0.86076,0
0.87342,0
0.88608,0
0.89873,0
0.91139,0
0.92405,0
0.93671,0
0.94937,0
0.96203,0
0.97468,0
0.98734,0
1,0
1,0.012658
1,0.025316
1,0.037975
1,0.050633
1,0.063291
1,0.075949
1,0.088608
1,0.10127
1,0.11392
1,0.12658
1,0.13924
1,0.1519
1,0.16456
1,0.17722
1,0.18987
1,0.20253
1,0.21519
1,0.22785
1,0.24051
1,0.25316
1,0.26582
1,0.27848
1,0.29114
1,0.3038
1,0.31646
1,0.32911
1,0.34177
1,0.35443
1,0.36709
1,0.37975
1,0.39241
1,0.40506
1,0.41772
1,0.43038
1,0.44304
1,0.4557
1,0.46835
1,0.48101
1,0.49367
1,0.50633
1,0.51899
1,0.53165
1,0.5443
1,0.55696
1,0.56962
1,0.58228
1,0.59494
1,0.60759
1,0.62025
1,0.63291
1,0.64557
1,0.65823
1,0.67089
1,0.68354
1,0.6962
1,0.70886
1,0.72152
1,0.73418
1,0.74684
1,0.75949
1,0.77215
1,0.78481
1,0.79747
1,0.81013
1,0.82278
1,0.83544
1,0.8481
1,0.86076
1,0.87342
1,0.88608
1,0.89873
1,0.91139
1,0.92405
1,0.93671
1,0.94937
1,0.96203
1,0.97468
1,0.98734
1,1
0.98734,1
0.97468,1
0.96203,1
0.94937,1
0.93671,1
0.92405,1
0.91139,1
0.89873,1
0.88608,1
0.87342,1
